"","DateTime","DAY_OF_WEEK","AIRLINE","ORIGIN_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_DELAY"
"416267","2015-01-28 11:00",3,"EV","EWR",1126,NA
"416278","2015-01-28 11:00",3,"DL","JFK",1128,0
"416290","2015-01-28 11:00",3,"UA","JFK",1129,1
"416412","2015-01-28 12:00",3,"WN","LGA",1135,-5
"416440","2015-01-28 12:00",3,"DL","JFK",1135,20
"416448","2015-01-28 12:00",3,"EV","LGA",1135,NA
"416493","2015-01-28 12:00",3,"VX","LGA",1140,23
"416514","2015-01-28 12:00",3,"DL","LGA",1140,-2
"416520","2015-01-28 12:00",3,"NK","LGA",1140,4
"416576","2015-01-28 12:00",3,"DL","EWR",1145,0
"416725","2015-01-28 12:00",3,"B6","JFK",1155,4
"416773","2015-01-28 12:00",3,"US","JFK",1200,-2
"416775","2015-01-28 12:00",3,"US","LGA",1200,3
"416778","2015-01-28 12:00",3,"US","LGA",1200,8
"416829","2015-01-28 12:00",3,"DL","LGA",1200,NA
"416844","2015-01-28 12:00",3,"MQ","LGA",1200,NA
"416857","2015-01-28 12:00",3,"UA","JFK",1200,NA
"416894","2015-01-28 12:00",3,"WN","EWR",1205,70
"416996","2015-01-28 12:00",3,"EV","EWR",1210,NA
"417054","2015-01-28 12:00",3,"AA","LGA",1215,6
"417057","2015-01-28 12:00",3,"AA","LGA",1215,-1
"417167","2015-01-28 12:00",3,"WN","EWR",1225,-5
"417222","2015-01-28 12:00",3,"UA","LGA",1227,1
"417234","2015-01-28 12:00",3,"MQ","LGA",1229,7
"417263","2015-01-28 13:00",3,"B6","EWR",1230,29
"417439","2015-01-28 13:00",3,"MQ","JFK",1240,NA
"417554","2015-01-28 13:00",3,"WN","EWR",1250,13
"417610","2015-01-28 13:00",3,"B6","JFK",1252,-7
"417705","2015-01-28 13:00",3,"DL","LGA",1259,23
"417722","2015-01-28 13:00",3,"VX","EWR",1300,NA
"417724","2015-01-28 13:00",3,"VX","JFK",1300,NA
"417752","2015-01-28 13:00",3,"AA","EWR",1300,12
"417761","2015-01-28 13:00",3,"DL","EWR",1300,17
"417798","2015-01-28 13:00",3,"UA","LGA",1300,-4
"417880","2015-01-28 13:00",3,"MQ","JFK",1305,NA
"417903","2015-01-28 13:00",3,"EV","LGA",1308,-8
"417977","2015-01-28 13:00",3,"EV","EWR",1310,-7
"418008","2015-01-28 13:00",3,"B6","LGA",1312,33
"418087","2015-01-28 13:00",3,"B6","JFK",1316,8
"418249","2015-01-28 14:00",3,"US","JFK",1330,1
"418269","2015-01-28 14:00",3,"WN","LGA",1330,15
"418373","2015-01-28 14:00",3,"B6","EWR",1335,15
"418379","2015-01-28 14:00",3,"EV","EWR",1335,-3
"418418","2015-01-28 14:00",3,"US","EWR",1340,10
"418584","2015-01-28 14:00",3,"MQ","LGA",1349,NA
"418598","2015-01-28 14:00",3,"WN","EWR",1350,-5
"418637","2015-01-28 14:00",3,"UA","EWR",1350,68
"418702","2015-01-28 14:00",3,"B6","JFK",1355,3
"418716","2015-01-28 14:00",3,"MQ","LGA",1355,-4
"418755","2015-01-28 14:00",3,"EV","LGA",1359,-2
"418764","2015-01-28 14:00",3,"US","LGA",1400,-8
"418767","2015-01-28 14:00",3,"US","LGA",1400,-5
"418796","2015-01-28 14:00",3,"B6","EWR",1400,31
"419011","2015-01-28 14:00",3,"AA","JFK",1415,13
"419077","2015-01-28 14:00",3,"B6","JFK",1420,-7
"419167","2015-01-28 14:00",3,"B6","JFK",1426,13
"419286","2015-01-28 15:00",3,"DL","LGA",1434,-5
"419316","2015-01-28 15:00",3,"DL","LGA",1435,-4
"419321","2015-01-28 15:00",3,"EV","EWR",1435,29
"419407","2015-01-28 15:00",3,"B6","JFK",1440,NA
"419454","2015-01-28 15:00",3,"US","LGA",1445,-2
"419470","2015-01-28 15:00",3,"AA","JFK",1445,NA
"419481","2015-01-28 15:00",3,"B6","LGA",1445,-1
"419674","2015-01-28 15:00",3,"B6","JFK",1459,2
"419678","2015-01-28 15:00",3,"EV","EWR",1459,26
"419684","2015-01-28 15:00",3,"UA","EWR",1459,NA
"419724","2015-01-28 15:00",3,"DL","LGA",1500,-4
"419763","2015-01-28 15:00",3,"UA","LGA",1500,2
"419826","2015-01-28 15:00",3,"DL","LGA",1505,1
"419843","2015-01-28 15:00",3,"UA","EWR",1505,16
"419912","2015-01-28 15:00",3,"UA","EWR",1510,NA
"420059","2015-01-28 15:00",3,"UA","EWR",1520,NA
"420062","2015-01-28 15:00",3,"EV","EWR",1521,-2
"420096","2015-01-28 15:00",3,"WN","LGA",1525,-5
"420131","2015-01-28 15:00",3,"UA","EWR",1525,2
"420152","2015-01-28 15:00",3,"UA","EWR",1529,67
"420193","2015-01-28 16:00",3,"B6","JFK",1530,13
"420195","2015-01-28 16:00",3,"B6","LGA",1530,19
"420220","2015-01-28 16:00",3,"MQ","JFK",1530,107
"420226","2015-01-28 16:00",3,"MQ","JFK",1530,-2
"420228","2015-01-28 16:00",3,"NK","LGA",1530,73
"420232","2015-01-28 16:00",3,"UA","JFK",1530,-3
"420423","2015-01-28 16:00",3,"US","LGA",1545,0
"420455","2015-01-28 16:00",3,"EV","EWR",1545,-6
"420493","2015-01-28 16:00",3,"B6","JFK",1548,24
"420494","2015-01-28 16:00",3,"EV","EWR",1548,8
"420534","2015-01-28 16:00",3,"MQ","LGA",1550,NA
"420560","2015-01-28 16:00",3,"UA","EWR",1554,5
"420579","2015-01-28 16:00",3,"WN","LGA",1555,-5
"420628","2015-01-28 16:00",3,"DL","JFK",1556,-8
"420649","2015-01-28 16:00",3,"DL","JFK",1559,-2
"420697","2015-01-28 16:00",3,"AA","JFK",1600,34
"420706","2015-01-28 16:00",3,"DL","JFK",1600,8
"420711","2015-01-28 16:00",3,"DL","LGA",1600,-2
"420719","2015-01-28 16:00",3,"EV","EWR",1600,-7
"420836","2015-01-28 16:00",3,"UA","EWR",1609,NA
"420897","2015-01-28 16:00",3,"AA","LGA",1611,-1
"420908","2015-01-28 16:00",3,"EV","EWR",1612,9
"421174","2015-01-28 17:00",3,"B6","JFK",1630,23
"421177","2015-01-28 17:00",3,"DL","JFK",1630,-1
"421179","2015-01-28 17:00",3,"DL","LGA",1630,0
"421197","2015-01-28 17:00",3,"DL","LGA",1630,-3
"421347","2015-01-28 17:00",3,"EV","LGA",1640,-5
"421428","2015-01-28 17:00",3,"NK","LGA",1645,41
"421460","2015-01-28 17:00",3,"EV","EWR",1649,24
"421517","2015-01-28 17:00",3,"UA","EWR",1652,16
"421520","2015-01-28 17:00",3,"EV","EWR",1653,0
"421648","2015-01-28 17:00",3,"AA","JFK",1700,NA
"421700","2015-01-28 17:00",3,"UA","EWR",1700,84
"421731","2015-01-28 17:00",3,"US","LGA",1705,13
"421769","2015-01-28 17:00",3,"EV","EWR",1705,12
"421809","2015-01-28 17:00",3,"AA","LGA",1709,-4
"421932","2015-01-28 17:00",3,"EV","LGA",1715,-6
"421946","2015-01-28 17:00",3,"UA","EWR",1715,NA
"421986","2015-01-28 17:00",3,"WN","LGA",1720,31
"422042","2015-01-28 17:00",3,"UA","EWR",1720,NA
"422060","2015-01-28 17:00",3,"UA","EWR",1722,-1
"422141","2015-01-28 17:00",3,"UA","EWR",1726,28
"422158","2015-01-28 17:00",3,"B6","JFK",1729,29
"422161","2015-01-28 17:00",3,"UA","JFK",1729,-2
"422191","2015-01-28 18:00",3,"AA","JFK",1730,29
"422200","2015-01-28 18:00",3,"B6","JFK",1730,42
"422482","2015-01-28 18:00",3,"AA","JFK",1745,-6
"422584","2015-01-28 18:00",3,"B6","JFK",1750,NA
"422769","2015-01-28 18:00",3,"DL","LGA",1800,-1
"422781","2015-01-28 18:00",3,"UA","LGA",1800,-7
"422841","2015-01-28 18:00",3,"AA","LGA",1805,-9
"422989","2015-01-28 18:00",3,"DL","JFK",1815,-1
"423005","2015-01-28 18:00",3,"UA","EWR",1815,24
"423008","2015-01-28 18:00",3,"UA","EWR",1815,0
"423011","2015-01-28 18:00",3,"UA","EWR",1816,NA
"423066","2015-01-28 18:00",3,"MQ","LGA",1820,25
"423080","2015-01-28 18:00",3,"EV","EWR",1822,-4
"423102","2015-01-28 18:00",3,"WN","LGA",1825,23
"423126","2015-01-28 18:00",3,"DL","LGA",1825,NA
"423127","2015-01-28 18:00",3,"DL","JFK",1825,3
"423153","2015-01-28 18:00",3,"DL","LGA",1829,-3
"423154","2015-01-28 18:00",3,"DL","JFK",1829,0
"423157","2015-01-28 19:00",3,"US","JFK",1830,-7
"423159","2015-01-28 19:00",3,"VX","LGA",1830,28
"423193","2015-01-28 19:00",3,"DL","JFK",1830,0
"423216","2015-01-28 19:00",3,"UA","LGA",1830,24
"423221","2015-01-28 19:00",3,"UA","EWR",1831,0
"423250","2015-01-28 19:00",3,"AA","JFK",1835,17
"423256","2015-01-28 19:00",3,"B6","JFK",1835,0
"423313","2015-01-28 19:00",3,"B6","JFK",1840,-1
"423338","2015-01-28 19:00",3,"AA","EWR",1844,5
"423390","2015-01-28 19:00",3,"EV","LGA",1845,-4
"423410","2015-01-28 19:00",3,"UA","EWR",1845,10
"423423","2015-01-28 19:00",3,"AA","LGA",1848,-10
"423516","2015-01-28 19:00",3,"WN","LGA",1855,52
"423556","2015-01-28 19:00",3,"DL","JFK",1855,3
"423589","2015-01-28 19:00",3,"B6","JFK",1859,-7
"423594","2015-01-28 19:00",3,"DL","LGA",1859,5
"423603","2015-01-28 19:00",3,"DL","LGA",1859,-3
"423649","2015-01-28 19:00",3,"DL","JFK",1900,-8
"423651","2015-01-28 19:00",3,"DL","LGA",1900,13
"423662","2015-01-28 19:00",3,"EV","EWR",1900,-2
"423669","2015-01-28 19:00",3,"EV","LGA",1900,-8
"423739","2015-01-28 19:00",3,"DL","JFK",1905,13
"423741","2015-01-28 19:00",3,"DL","LGA",1905,0
"423758","2015-01-28 19:00",3,"UA","EWR",1905,39
"423831","2015-01-28 19:00",3,"MQ","LGA",1910,-4
"423877","2015-01-28 19:00",3,"B6","JFK",1915,21
"423880","2015-01-28 19:00",3,"AA","JFK",1915,22
"424014","2015-01-28 19:00",3,"MQ","LGA",1925,50
"424043","2015-01-28 19:00",3,"EV","EWR",1929,-6
"424089","2015-01-28 20:00",3,"DL","LGA",1930,21
"424112","2015-01-28 20:00",3,"UA","EWR",1930,45
"424443","2015-01-28 20:00",3,"AA","LGA",1955,-4
"424475","2015-01-28 20:00",3,"UA","EWR",1957,-3
"424492","2015-01-28 20:00",3,"MQ","JFK",1959,-4
"424536","2015-01-28 20:00",3,"DL","LGA",2000,-7
"424542","2015-01-28 20:00",3,"DL","LGA",2000,-2
"424551","2015-01-28 20:00",3,"UA","LGA",2000,-7
"424719","2015-01-28 20:00",3,"EV","LGA",2017,-8
"424801","2015-01-28 20:00",3,"B6","JFK",2029,2
"425064","2015-01-28 21:00",3,"WN","LGA",2055,-5
"425079","2015-01-28 21:00",3,"AA","LGA",2055,-9
"425089","2015-01-28 21:00",3,"B6","JFK",2055,6
"425119","2015-01-28 21:00",3,"B6","JFK",2059,-4
"425159","2015-01-28 21:00",3,"EV","EWR",2100,-3
"425325","2015-01-28 21:00",3,"EV","LGA",2115,-6
"425437","2015-01-28 22:00",3,"B6","JFK",2140,1
"425571","2015-01-28 22:00",3,"DL","LGA",2159,-1
"425675","2015-01-28 22:00",3,"EV","EWR",2223,32
"425743","2015-01-28 23:00",3,"B6","JFK",2250,-3
"425839","2015-01-28 00:00",3,"B6","JFK",2359,29
"426108","2015-01-29 06:00",4,"US","LGA",600,-8
"426110","2015-01-29 06:00",4,"US","EWR",600,-5
"426204","2015-01-29 06:00",4,"AA","LGA",600,-5
"426205","2015-01-29 06:00",4,"AA","JFK",600,-7
"426213","2015-01-29 06:00",4,"AA","LGA",600,-5
"426219","2015-01-29 06:00",4,"AA","LGA",600,35
"426288","2015-01-29 06:00",4,"DL","LGA",600,-1
"426437","2015-01-29 06:00",4,"UA","EWR",600,-4
"426448","2015-01-29 06:00",4,"B6","JFK",601,-3
"426473","2015-01-29 06:00",4,"EV","EWR",604,-5
"426545","2015-01-29 06:00",4,"EV","EWR",606,-9
"426551","2015-01-29 06:00",4,"EV","EWR",607,-7
"426715","2015-01-29 06:00",4,"US","JFK",620,5
"426808","2015-01-29 06:00",4,"B6","JFK",625,-3
"426908","2015-01-29 07:00",4,"EV","EWR",630,-7
"426930","2015-01-29 07:00",4,"NK","LGA",630,0
"426941","2015-01-29 07:00",4,"UA","EWR",630,-4
"426942","2015-01-29 07:00",4,"UA","LGA",630,1
"426947","2015-01-29 07:00",4,"UA","EWR",630,-7
"426948","2015-01-29 07:00",4,"AA","LGA",631,-10
"427007","2015-01-29 07:00",4,"EV","EWR",639,-2
"427171","2015-01-29 07:00",4,"AA","JFK",650,-1
"427194","2015-01-29 07:00",4,"MQ","LGA",650,-11
"427221","2015-01-29 07:00",4,"WN","LGA",655,-3
"427264","2015-01-29 07:00",4,"B6","JFK",659,-6
"427294","2015-01-29 07:00",4,"VX","JFK",700,-2
"427296","2015-01-29 07:00",4,"VX","LGA",700,-9
"427357","2015-01-29 07:00",4,"AA","JFK",700,-9
"427377","2015-01-29 07:00",4,"AA","LGA",700,50
"427411","2015-01-29 07:00",4,"DL","JFK",700,-4
"427459","2015-01-29 07:00",4,"DL","JFK",700,-4
"427508","2015-01-29 07:00",4,"UA","EWR",700,2
"427531","2015-01-29 07:00",4,"B6","JFK",703,-5
"427799","2015-01-29 07:00",4,"UA","EWR",720,-2
"427938","2015-01-29 08:00",4,"AA","LGA",730,-6
"427949","2015-01-29 08:00",4,"B6","EWR",730,-2
"428035","2015-01-29 08:00",4,"B6","JFK",735,-5
"428198","2015-01-29 08:00",4,"WN","EWR",750,-5
"428234","2015-01-29 08:00",4,"UA","EWR",750,5
"428244","2015-01-29 08:00",4,"DL","LGA",754,0
"428294","2015-01-29 08:00",4,"UA","EWR",756,2
"428300","2015-01-29 08:00",4,"AA","EWR",759,-6
"428304","2015-01-29 08:00",4,"DL","LGA",759,-1
"428309","2015-01-29 08:00",4,"UA","EWR",759,-2
"428362","2015-01-29 08:00",4,"AA","JFK",800,-5
"428405","2015-01-29 08:00",4,"B6","EWR",800,-2
"428410","2015-01-29 08:00",4,"DL","JFK",800,-3
"428479","2015-01-29 08:00",4,"B6","JFK",801,-2
"428504","2015-01-29 08:00",4,"US","EWR",805,-4
"428535","2015-01-29 08:00",4,"DL","LGA",805,-4
"428539","2015-01-29 08:00",4,"DL","JFK",805,-3
"428613","2015-01-29 08:00",4,"DL","LGA",810,12
"428615","2015-01-29 08:00",4,"EV","EWR",810,-8
"428631","2015-01-29 08:00",4,"MQ","LGA",810,13
"428651","2015-01-29 08:00",4,"UA","EWR",811,-2
"428695","2015-01-29 08:00",4,"DL","JFK",815,0
"428744","2015-01-29 08:00",4,"EV","EWR",819,-5
"428893","2015-01-29 08:00",4,"B6","JFK",829,-8
"428895","2015-01-29 08:00",4,"MQ","LGA",829,NA
"428897","2015-01-29 08:00",4,"UA","EWR",829,-4
"428938","2015-01-29 09:00",4,"B6","JFK",830,-7
"428961","2015-01-29 09:00",4,"EV","LGA",830,-5
"428998","2015-01-29 09:00",4,"UA","JFK",830,-6
"429133","2015-01-29 09:00",4,"B6","JFK",840,5
"429167","2015-01-29 09:00",4,"EV","EWR",841,-6
"429255","2015-01-29 09:00",4,"UA","LGA",845,-2
"429329","2015-01-29 09:00",4,"EV","EWR",850,-6
"429404","2015-01-29 09:00",4,"UA","EWR",855,-2
"429420","2015-01-29 09:00",4,"DL","LGA",859,196
"429466","2015-01-29 09:00",4,"AA","JFK",900,-5
"429482","2015-01-29 09:00",4,"B6","EWR",900,-6
"429512","2015-01-29 09:00",4,"DL","EWR",900,-3
"429536","2015-01-29 09:00",4,"UA","EWR",900,0
"429545","2015-01-29 09:00",4,"AA","EWR",901,1
"429586","2015-01-29 09:00",4,"B6","JFK",905,-2
"429675","2015-01-29 09:00",4,"DL","LGA",910,-3
"429692","2015-01-29 09:00",4,"UA","EWR",910,8
"429876","2015-01-29 09:00",4,"WN","LGA",925,-5
"429888","2015-01-29 09:00",4,"AA","LGA",925,5
"429921","2015-01-29 09:00",4,"MQ","LGA",929,-10
"429961","2015-01-29 10:00",4,"DL","JFK",930,11
"430099","2015-01-29 10:00",4,"B6","JFK",940,0
"430144","2015-01-29 10:00",4,"B6","JFK",944,0
"430186","2015-01-29 10:00",4,"B6","JFK",945,5
"430226","2015-01-29 10:00",4,"EV","EWR",948,-4
"430410","2015-01-29 10:00",4,"US","LGA",959,-10
"430411","2015-01-29 10:00",4,"B6","JFK",959,33
"430416","2015-01-29 10:00",4,"MQ","LGA",959,-13
"430465","2015-01-29 10:00",4,"AA","JFK",1000,-7
"430477","2015-01-29 10:00",4,"B6","JFK",1000,37
"430526","2015-01-29 10:00",4,"UA","EWR",1000,5
"430529","2015-01-29 10:00",4,"UA","EWR",1000,-5
"430616","2015-01-29 10:00",4,"UA","EWR",1005,-3
"430937","2015-01-29 10:00",4,"UA","EWR",1025,13
"430979","2015-01-29 11:00",4,"VX","EWR",1030,7
"431011","2015-01-29 11:00",4,"AA","JFK",1030,-1
"431027","2015-01-29 11:00",4,"EV","EWR",1030,4
"431030","2015-01-29 11:00",4,"DL","EWR",1030,-4
"431082","2015-01-29 11:00",4,"WN","LGA",1035,37
"431187","2015-01-29 11:00",4,"B6","LGA",1042,6
"431302","2015-01-29 11:00",4,"DL","JFK",1050,-3
"431353","2015-01-29 11:00",4,"B6","JFK",1054,-1
"431376","2015-01-29 11:00",4,"AA","LGA",1055,7
"431399","2015-01-29 11:00",4,"UA","EWR",1055,-1
"431426","2015-01-29 11:00",4,"EV","EWR",1059,14
"431433","2015-01-29 11:00",4,"US","LGA",1100,-5
"431436","2015-01-29 11:00",4,"US","LGA",1100,-7
"431473","2015-01-29 11:00",4,"AA","JFK",1100,8
"431485","2015-01-29 11:00",4,"DL","JFK",1100,-1
"431501","2015-01-29 11:00",4,"EV","EWR",1100,-6
"431502","2015-01-29 11:00",4,"DL","LGA",1100,4
"431534","2015-01-29 11:00",4,"EV","EWR",1101,-7
"431656","2015-01-29 11:00",4,"DL","JFK",1110,0
"431661","2015-01-29 11:00",4,"EV","LGA",1110,-12
"431684","2015-01-29 11:00",4,"B6","EWR",1111,0
"431917","2015-01-29 11:00",4,"B6","JFK",1125,-2
"432063","2015-01-29 12:00",4,"AA","LGA",1133,-9
"432074","2015-01-29 12:00",4,"UA","EWR",1133,10
"432099","2015-01-29 12:00",4,"WN","LGA",1135,-2
"432130","2015-01-29 12:00",4,"DL","JFK",1135,-1
"432227","2015-01-29 12:00",4,"UA","EWR",1142,8
"432378","2015-01-29 12:00",4,"AA","LGA",1151,0
"432389","2015-01-29 12:00",4,"EV","EWR",1152,11
"432411","2015-01-29 12:00",4,"WN","LGA",1155,NA
"432540","2015-01-29 12:00",4,"DL","LGA",1200,-5
"432546","2015-01-29 12:00",4,"DL","LGA",1200,34
"432549","2015-01-29 12:00",4,"MQ","LGA",1200,-8
"432602","2015-01-29 12:00",4,"WN","EWR",1205,7
"432762","2015-01-29 12:00",4,"AA","LGA",1215,1
"432765","2015-01-29 12:00",4,"AA","LGA",1215,-6
"432878","2015-01-29 12:00",4,"WN","EWR",1225,-5
"432939","2015-01-29 12:00",4,"MQ","LGA",1229,NA
"432968","2015-01-29 13:00",4,"B6","EWR",1230,-1
"433004","2015-01-29 13:00",4,"UA","EWR",1230,73
"433019","2015-01-29 13:00",4,"UA","EWR",1232,5
"433126","2015-01-29 13:00",4,"AA","JFK",1240,-4
"433431","2015-01-29 13:00",4,"DL","LGA",1259,19
"433437","2015-01-29 13:00",4,"US","LGA",1300,-6
"433442","2015-01-29 13:00",4,"VX","EWR",1300,0
"433444","2015-01-29 13:00",4,"VX","JFK",1300,8
"433490","2015-01-29 13:00",4,"EV","EWR",1300,-7
"433517","2015-01-29 13:00",4,"UA","EWR",1300,-4
"433520","2015-01-29 13:00",4,"UA","EWR",1300,4
"433637","2015-01-29 13:00",4,"US","EWR",1310,4
"433912","2015-01-29 13:00",4,"B6","JFK",1324,-8
"433992","2015-01-29 14:00",4,"WN","LGA",1330,-5
"434031","2015-01-29 14:00",4,"EV","LGA",1330,-5
"434102","2015-01-29 14:00",4,"B6","EWR",1335,68
"434117","2015-01-29 14:00",4,"UA","EWR",1335,1
"434147","2015-01-29 14:00",4,"US","EWR",1340,0
"434316","2015-01-29 14:00",4,"MQ","LGA",1349,38
"434357","2015-01-29 14:00",4,"EV","EWR",1350,96
"434440","2015-01-29 14:00",4,"B6","JFK",1355,-1
"434469","2015-01-29 14:00",4,"MQ","LGA",1356,-4
"434496","2015-01-29 14:00",4,"DL","LGA",1359,-3
"434567","2015-01-29 14:00",4,"UA","EWR",1400,-3
"434570","2015-01-29 14:00",4,"UA","EWR",1400,21
"434571","2015-01-29 14:00",4,"UA","LGA",1400,-1
"434761","2015-01-29 14:00",4,"AA","JFK",1415,8
"434802","2015-01-29 14:00",4,"B6","LGA",1419,17
"434913","2015-01-29 14:00",4,"MQ","LGA",1425,0
"434920","2015-01-29 14:00",4,"B6","JFK",1426,11
"435008","2015-01-29 15:00",4,"UA","EWR",1430,11
"435011","2015-01-29 15:00",4,"UA","EWR",1430,-4
"435036","2015-01-29 15:00",4,"DL","LGA",1433,0
"435080","2015-01-29 15:00",4,"EV","EWR",1435,-6
"435191","2015-01-29 15:00",4,"EV","EWR",1441,4
"435441","2015-01-29 15:00",4,"AA","LGA",1459,5
"435445","2015-01-29 15:00",4,"AA","JFK",1459,-1
"435449","2015-01-29 15:00",4,"EV","EWR",1459,-9
"435491","2015-01-29 15:00",4,"B6","EWR",1500,11
"435679","2015-01-29 15:00",4,"MQ","JFK",1510,15
"435689","2015-01-29 15:00",4,"UA","EWR",1510,1
"435692","2015-01-29 15:00",4,"UA","EWR",1510,-1
"435695","2015-01-29 15:00",4,"EV","EWR",1511,-1
"435845","2015-01-29 15:00",4,"UA","EWR",1520,49
"435848","2015-01-29 15:00",4,"EV","EWR",1521,-6
"435882","2015-01-29 15:00",4,"WN","LGA",1525,2
"435926","2015-01-29 15:00",4,"UA","EWR",1526,70
"435988","2015-01-29 16:00",4,"B6","JFK",1530,-1
"435990","2015-01-29 16:00",4,"B6","LGA",1530,39
"435994","2015-01-29 16:00",4,"DL","JFK",1530,11
"436000","2015-01-29 16:00",4,"DL","JFK",1530,-6
"436005","2015-01-29 16:00",4,"EV","LGA",1530,46
"436015","2015-01-29 16:00",4,"MQ","JFK",1530,-3
"436021","2015-01-29 16:00",4,"MQ","JFK",1530,NA
"436023","2015-01-29 16:00",4,"NK","LGA",1530,9
"436061","2015-01-29 16:00",4,"WN","EWR",1535,23
"436165","2015-01-29 16:00",4,"B6","JFK",1540,-5
"436334","2015-01-29 16:00",4,"EV","EWR",1550,14
"436341","2015-01-29 16:00",4,"MQ","LGA",1550,-16
"436367","2015-01-29 16:00",4,"EV","EWR",1554,17
"436370","2015-01-29 16:00",4,"UA","EWR",1554,0
"436389","2015-01-29 16:00",4,"WN","LGA",1555,-1
"436435","2015-01-29 16:00",4,"DL","JFK",1556,-2
"436507","2015-01-29 16:00",4,"AA","JFK",1600,-7
"436526","2015-01-29 16:00",4,"EV","EWR",1600,-10
"436530","2015-01-29 16:00",4,"DL","LGA",1600,-4
"436531","2015-01-29 16:00",4,"DL","JFK",1600,12
"436557","2015-01-29 16:00",4,"UA","LGA",1600,61
"436634","2015-01-29 16:00",4,"UA","EWR",1607,12
"436637","2015-01-29 16:00",4,"UA","EWR",1608,-2
"436643","2015-01-29 16:00",4,"UA","EWR",1609,-2
"436692","2015-01-29 16:00",4,"MQ","LGA",1610,-14
"436753","2015-01-29 16:00",4,"AA","JFK",1615,10
"436760","2015-01-29 16:00",4,"B6","EWR",1615,20
"436762","2015-01-29 16:00",4,"B6","JFK",1615,0
"436851","2015-01-29 16:00",4,"MQ","LGA",1620,-3
"437054","2015-01-29 17:00",4,"US","EWR",1635,-8
"437086","2015-01-29 17:00",4,"B6","JFK",1635,-3
"437135","2015-01-29 17:00",4,"WN","EWR",1640,0
"437273","2015-01-29 17:00",4,"EV","EWR",1647,21
"437313","2015-01-29 17:00",4,"AA","LGA",1650,3
"437349","2015-01-29 17:00",4,"UA","LGA",1653,1
"437359","2015-01-29 17:00",4,"VX","JFK",1655,-10
"437400","2015-01-29 17:00",4,"MQ","LGA",1655,-4
"437401","2015-01-29 17:00",4,"MQ","JFK",1655,-2
"437479","2015-01-29 17:00",4,"AA","JFK",1700,0
"437488","2015-01-29 17:00",4,"DL","JFK",1700,-2
"437493","2015-01-29 17:00",4,"DL","LGA",1700,-3
"437523","2015-01-29 17:00",4,"UA","LGA",1700,52
"437533","2015-01-29 17:00",4,"DL","JFK",1701,9
"437562","2015-01-29 17:00",4,"US","LGA",1705,6
"437626","2015-01-29 17:00",4,"UA","JFK",1707,-12
"437668","2015-01-29 17:00",4,"AA","JFK",1710,-3
"437862","2015-01-29 17:00",4,"MQ","LGA",1720,25
"437891","2015-01-29 17:00",4,"UA","EWR",1722,17
"437965","2015-01-29 17:00",4,"B6","JFK",1726,-1
"437989","2015-01-29 17:00",4,"MQ","JFK",1729,-6
"438022","2015-01-29 18:00",4,"AA","JFK",1730,-7
"438051","2015-01-29 18:00",4,"DL","LGA",1730,-2
"438053","2015-01-29 18:00",4,"DL","EWR",1730,-9
"438057","2015-01-29 18:00",4,"MQ","LGA",1730,-10
"438076","2015-01-29 18:00",4,"B6","JFK",1731,0
"438127","2015-01-29 18:00",4,"DL","JFK",1735,7
"438284","2015-01-29 18:00",4,"UA","EWR",1743,5
"438465","2015-01-29 18:00",4,"EV","LGA",1753,0
"438507","2015-01-29 18:00",4,"B6","LGA",1755,87
"438533","2015-01-29 18:00",4,"UA","EWR",1755,9
"438541","2015-01-29 18:00",4,"B6","JFK",1757,-3
"438558","2015-01-29 18:00",4,"DL","LGA",1759,-3
"438567","2015-01-29 18:00",4,"DL","LGA",1759,0
"438705","2015-01-29 18:00",4,"AA","LGA",1805,28
"438815","2015-01-29 18:00",4,"EV","EWR",1811,-3
"438858","2015-01-29 18:00",4,"AA","LGA",1815,4
"438884","2015-01-29 18:00",4,"UA","EWR",1816,28
"438958","2015-01-29 18:00",4,"UA","JFK",1822,-2
"438978","2015-01-29 18:00",4,"WN","LGA",1825,-1
"439002","2015-01-29 18:00",4,"DL","LGA",1825,-4
"439003","2015-01-29 18:00",4,"DL","JFK",1825,18
"439028","2015-01-29 18:00",4,"US","EWR",1829,-7
"439034","2015-01-29 18:00",4,"EV","EWR",1829,92
"439038","2015-01-29 19:00",4,"VX","LGA",1830,-7
"439072","2015-01-29 19:00",4,"DL","JFK",1830,-5
"439097","2015-01-29 19:00",4,"UA","EWR",1831,1
"439192","2015-01-29 19:00",4,"DL","JFK",1840,-1
"439200","2015-01-29 19:00",4,"NK","LGA",1840,3
"439214","2015-01-29 19:00",4,"EV","EWR",1843,-2
"439312","2015-01-29 19:00",4,"VX","JFK",1850,-3
"439370","2015-01-29 19:00",4,"EV","EWR",1851,49
"439395","2015-01-29 19:00",4,"WN","LGA",1855,5
"439472","2015-01-29 19:00",4,"B6","EWR",1859,-6
"439488","2015-01-29 19:00",4,"DL","LGA",1859,9
"439497","2015-01-29 19:00",4,"US","LGA",1900,-7
"439500","2015-01-29 19:00",4,"US","LGA",1900,-3
"439534","2015-01-29 19:00",4,"DL","JFK",1900,-3
"439580","2015-01-29 19:00",4,"UA","EWR",1900,-3
"439583","2015-01-29 19:00",4,"UA","EWR",1901,11
"439718","2015-01-29 19:00",4,"EV","EWR",1910,-4
"439733","2015-01-29 19:00",4,"EV","EWR",1911,59
