"","DateTime","DAY_OF_WEEK","AIRLINE","ORIGIN_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_DELAY"
"121","2015-01-01 06:00",4,"AA","JFK",545,55
"124","2015-01-01 06:00",4,"B6","JFK",545,0
"243","2015-01-01 06:00",4,"B6","LGA",600,0
"244","2015-01-01 06:00",4,"B6","JFK",600,-3
"245","2015-01-01 06:00",4,"B6","EWR",600,-4
"255","2015-01-01 06:00",4,"DL","LGA",600,4
"595","2015-01-01 07:00",4,"US","JFK",630,-2
"604","2015-01-01 07:00",4,"B6","JFK",630,-3
"637","2015-01-01 07:00",4,"B6","JFK",633,-8
"717","2015-01-01 07:00",4,"AA","LGA",645,-4
"790","2015-01-01 07:00",4,"AA","JFK",652,-3
"814","2015-01-01 07:00",4,"B6","JFK",655,-10
"847","2015-01-01 07:00",4,"VX","JFK",700,-5
"868","2015-01-01 07:00",4,"AA","JFK",700,-11
"888","2015-01-01 07:00",4,"AA","LGA",700,-4
"1017","2015-01-01 07:00",4,"DL","LGA",705,-4
"1023","2015-01-01 07:00",4,"DL","LGA",705,-6
"1143","2015-01-01 07:00",4,"WN","LGA",720,0
"1239","2015-01-01 07:00",4,"UA","LGA",729,11
"1242","2015-01-01 07:00",4,"B6","LGA",729,-7
"1378","2015-01-01 08:00",4,"B6","JFK",740,-5
"1435","2015-01-01 08:00",4,"B6","JFK",745,-7
"1499","2015-01-01 08:00",4,"UA","EWR",751,44
"1502","2015-01-01 08:00",4,"UA","EWR",754,13
"1541","2015-01-01 08:00",4,"UA","EWR",758,-1
"1551","2015-01-01 08:00",4,"DL","LGA",759,-3
"1570","2015-01-01 08:00",4,"VX","JFK",800,-4
"1594","2015-01-01 08:00",4,"AA","JFK",800,-5
"1633","2015-01-01 08:00",4,"DL","JFK",800,-7
"1650","2015-01-01 08:00",4,"DL","LGA",800,0
"1661","2015-01-01 08:00",4,"EV","EWR",800,15
"1737","2015-01-01 08:00",4,"DL","LGA",805,9
"1795","2015-01-01 08:00",4,"DL","JFK",810,-2
"1832","2015-01-01 08:00",4,"EV","EWR",814,11
"1840","2015-01-01 08:00",4,"US","JFK",815,-2
"1876","2015-01-01 08:00",4,"DL","JFK",815,-13
"1879","2015-01-01 08:00",4,"DL","JFK",815,-8
"1919","2015-01-01 08:00",4,"UA","EWR",820,3
"1991","2015-01-01 08:00",4,"UA","EWR",826,-1
"1999","2015-01-01 08:00",4,"B6","JFK",829,-7
"2002","2015-01-01 09:00",4,"UA","JFK",830,-5
"2036","2015-01-01 09:00",4,"B6","EWR",830,-6
"2041","2015-01-01 09:00",4,"DL","JFK",830,-5
"2047","2015-01-01 09:00",4,"AA","JFK",830,-6
"2116","2015-01-01 09:00",4,"DL","JFK",835,49
"2254","2015-01-01 09:00",4,"DL","JFK",845,1
"2450","2015-01-01 09:00",4,"AA","EWR",900,0
"2470","2015-01-01 09:00",4,"DL","JFK",900,25
"2472","2015-01-01 09:00",4,"DL","LGA",900,0
"2512","2015-01-01 09:00",4,"MQ","JFK",900,27
"2638","2015-01-01 09:00",4,"B6","JFK",910,-2
"2659","2015-01-01 09:00",4,"B6","JFK",912,-5
"2668","2015-01-01 09:00",4,"B6","JFK",914,7
"2753","2015-01-01 09:00",4,"UA","EWR",920,3
"2829","2015-01-01 09:00",4,"EV","LGA",925,-5
"2904","2015-01-01 10:00",4,"B6","LGA",930,-6
"3036","2015-01-01 10:00",4,"NK","LGA",940,26
"3102","2015-01-01 10:00",4,"F9","LGA",945,34
"3172","2015-01-01 10:00",4,"B6","JFK",950,23
"3205","2015-01-01 10:00",4,"B6","JFK",952,-7
"3283","2015-01-01 10:00",4,"US","JFK",959,2
"3285","2015-01-01 10:00",4,"US","LGA",959,-8
"3291","2015-01-01 10:00",4,"B6","LGA",959,-3
"3351","2015-01-01 10:00",4,"DL","LGA",1000,0
"3465","2015-01-01 10:00",4,"UA","LGA",1010,6
"3637","2015-01-01 10:00",4,"US","JFK",1020,-2
"3711","2015-01-01 10:00",4,"WN","LGA",1025,-4
"3752","2015-01-01 10:00",4,"EV","EWR",1027,-5
"3758","2015-01-01 10:00",4,"AA","EWR",1029,3
"3761","2015-01-01 11:00",4,"UA","EWR",1030,6
"3769","2015-01-01 11:00",4,"VX","JFK",1030,-9
"3802","2015-01-01 11:00",4,"B6","JFK",1030,-5
"3825","2015-01-01 11:00",4,"DL","LGA",1033,21
"3884","2015-01-01 11:00",4,"EV","EWR",1036,-10
"4013","2015-01-01 11:00",4,"EV","EWR",1046,0
"4186","2015-01-01 11:00",4,"B6","JFK",1059,-3
"4220","2015-01-01 11:00",4,"UA","EWR",1100,11
"4222","2015-01-01 11:00",4,"AA","JFK",1100,-5
"4260","2015-01-01 11:00",4,"EV","LGA",1100,-10
"4349","2015-01-01 11:00",4,"EV","EWR",1107,-5
"4465","2015-01-01 11:00",4,"DL","JFK",1115,0
"4482","2015-01-01 11:00",4,"MQ","LGA",1115,-10
"4543","2015-01-01 11:00",4,"B6","JFK",1120,21
"4723","2015-01-01 12:00",4,"DL","JFK",1130,0
"4796","2015-01-01 12:00",4,"UA","EWR",1135,15
"4888","2015-01-01 12:00",4,"DL","JFK",1140,-2
"4890","2015-01-01 12:00",4,"DL","LGA",1140,3
"4910","2015-01-01 12:00",4,"UA","EWR",1143,-1
"5170","2015-01-01 12:00",4,"US","JFK",1200,-4
"5209","2015-01-01 12:00",4,"DL","JFK",1200,28
"5232","2015-01-01 12:00",4,"MQ","LGA",1200,-2
"5304","2015-01-01 12:00",4,"DL","LGA",1205,-3
"5442","2015-01-01 12:00",4,"AA","LGA",1215,-7
"5494","2015-01-01 12:00",4,"B6","JFK",1219,0
"5583","2015-01-01 12:00",4,"WN","LGA",1225,-2
"5619","2015-01-01 12:00",4,"MQ","LGA",1225,122
"5645","2015-01-01 12:00",4,"EV","EWR",1229,-8
"5655","2015-01-01 13:00",4,"WN","LGA",1230,-7
"5675","2015-01-01 13:00",4,"B6","EWR",1230,74
"5764","2015-01-01 13:00",4,"MQ","JFK",1235,0
"5804","2015-01-01 13:00",4,"WN","EWR",1240,12
"5884","2015-01-01 13:00",4,"B6","JFK",1245,-3
"5955","2015-01-01 13:00",4,"AA","LGA",1250,4
"6090","2015-01-01 13:00",4,"US","LGA",1300,-2
"6095","2015-01-01 13:00",4,"VX","EWR",1300,-1
"6119","2015-01-01 13:00",4,"UA","EWR",1300,-3
"6131","2015-01-01 13:00",4,"AA","EWR",1300,-4
"6140","2015-01-01 13:00",4,"DL","EWR",1300,-6
"6359","2015-01-01 13:00",4,"UA","EWR",1315,10
"6488","2015-01-01 13:00",4,"EV","EWR",1320,-4
"6534","2015-01-01 13:00",4,"WN","LGA",1325,-2
"6591","2015-01-01 13:00",4,"AA","LGA",1329,-6
"6595","2015-01-01 13:00",4,"B6","JFK",1329,-8
"6629","2015-01-01 14:00",4,"B6","EWR",1330,6
"6630","2015-01-01 14:00",4,"B6","LGA",1330,36
"6631","2015-01-01 14:00",4,"B6","JFK",1330,-3
"6668","2015-01-01 14:00",4,"UA","EWR",1334,-4
"6812","2015-01-01 14:00",4,"EV","EWR",1343,-2
"6833","2015-01-01 14:00",4,"WN","EWR",1345,10
"6851","2015-01-01 14:00",4,"UA","EWR",1345,7
"6957","2015-01-01 14:00",4,"EV","LGA",1350,-5
"7010","2015-01-01 14:00",4,"UA","EWR",1355,16
"7017","2015-01-01 14:00",4,"AA","LGA",1355,-5
"7044","2015-01-01 14:00",4,"MQ","LGA",1355,-10
"7073","2015-01-01 14:00",4,"UA","EWR",1359,60
"7075","2015-01-01 14:00",4,"B6","JFK",1359,-2
"7085","2015-01-01 14:00",4,"UA","EWR",1400,16
"7116","2015-01-01 14:00",4,"UA","LGA",1400,4
"7177","2015-01-01 14:00",4,"UA","JFK",1405,1
"7193","2015-01-01 14:00",4,"UA","EWR",1405,9
"7295","2015-01-01 14:00",4,"EV","EWR",1411,-6
"7516","2015-01-01 14:00",4,"B6","JFK",1429,-1
"7558","2015-01-01 15:00",4,"DL","JFK",1430,-5
"7616","2015-01-01 15:00",4,"UA","EWR",1435,-4
"7780","2015-01-01 15:00",4,"AA","JFK",1445,-7
"7794","2015-01-01 15:00",4,"B6","LGA",1445,19
"7805","2015-01-01 15:00",4,"EV","EWR",1445,-6
"7883","2015-01-01 15:00",4,"UA","EWR",1451,23
"7993","2015-01-01 15:00",4,"B6","JFK",1459,-4
"7996","2015-01-01 15:00",4,"B6","JFK",1459,0
"8052","2015-01-01 15:00",4,"DL","LGA",1500,-6
"8058","2015-01-01 15:00",4,"DL","LGA",1500,-2
"8139","2015-01-01 15:00",4,"MQ","LGA",1505,-6
"8156","2015-01-01 15:00",4,"UA","EWR",1507,-1
"8236","2015-01-01 15:00",4,"UA","JFK",1515,-1
"8316","2015-01-01 15:00",4,"WN","LGA",1520,-2
"8333","2015-01-01 15:00",4,"B6","EWR",1520,-2
"8387","2015-01-01 15:00",4,"UA","EWR",1525,-4
"8450","2015-01-01 15:00",4,"UA","EWR",1529,-1
"8452","2015-01-01 15:00",4,"B6","JFK",1529,7
"8459","2015-01-01 15:00",4,"EV","EWR",1529,0
"8484","2015-01-01 16:00",4,"WN","LGA",1530,-1
"8494","2015-01-01 16:00",4,"AA","JFK",1530,-6
"8496","2015-01-01 16:00",4,"AA","LGA",1530,2
"8506","2015-01-01 16:00",4,"DL","JFK",1530,15
"8524","2015-01-01 16:00",4,"MQ","JFK",1530,-7
"8627","2015-01-01 16:00",4,"EV","EWR",1538,10
"8734","2015-01-01 16:00",4,"B6","JFK",1545,30
"8751","2015-01-01 16:00",4,"DL","LGA",1545,-9
"8852","2015-01-01 16:00",4,"EV","EWR",1553,-4
"8858","2015-01-01 16:00",4,"UA","EWR",1555,6
"8870","2015-01-01 16:00",4,"WN","EWR",1555,5
"8902","2015-01-01 16:00",4,"DL","JFK",1555,-2
"9009","2015-01-01 16:00",4,"DL","LGA",1600,-3
"9154","2015-01-01 16:00",4,"B6","JFK",1610,-3
"9188","2015-01-01 16:00",4,"EV","EWR",1613,-7
"9242","2015-01-01 16:00",4,"EV","EWR",1615,0
"9270","2015-01-01 16:00",4,"B6","LGA",1619,2
"9277","2015-01-01 16:00",4,"US","JFK",1620,1
"9415","2015-01-01 16:00",4,"B6","JFK",1629,62
"9424","2015-01-01 17:00",4,"VX","JFK",1630,-2
"9443","2015-01-01 17:00",4,"UA","EWR",1630,4
"9445","2015-01-01 17:00",4,"AA","JFK",1630,-2
"9447","2015-01-01 17:00",4,"AA","LGA",1630,-2
"9468","2015-01-01 17:00",4,"DL","LGA",1630,-6
"9596","2015-01-01 17:00",4,"UA","EWR",1640,11
"9620","2015-01-01 17:00",4,"EV","EWR",1641,-8
"9688","2015-01-01 17:00",4,"B6","JFK",1647,42
"9695","2015-01-01 17:00",4,"UA","EWR",1649,107
"9772","2015-01-01 17:00",4,"VX","JFK",1655,-2
"9779","2015-01-01 17:00",4,"WN","EWR",1655,0
"9797","2015-01-01 17:00",4,"DL","EWR",1655,-7
"9871","2015-01-01 17:00",4,"AA","JFK",1700,NA
"10155","2015-01-01 17:00",4,"UA","LGA",1717,-6
"10300","2015-01-01 17:00",4,"MQ","JFK",1725,0
"10321","2015-01-01 17:00",4,"AA","JFK",1729,-2
"10345","2015-01-01 18:00",4,"AA","JFK",1730,-6
"10354","2015-01-01 18:00",4,"AA","JFK",1730,-5
"10365","2015-01-01 18:00",4,"DL","LGA",1730,16
"10383","2015-01-01 18:00",4,"MQ","LGA",1730,0
"10486","2015-01-01 18:00",4,"B6","JFK",1739,-6
"10494","2015-01-01 18:00",4,"US","LGA",1740,-6
"10555","2015-01-01 18:00",4,"DL","JFK",1743,-1
"10598","2015-01-01 18:00",4,"UA","EWR",1745,-3
"10646","2015-01-01 18:00",4,"UA","EWR",1746,8
"10658","2015-01-01 18:00",4,"UA","EWR",1748,-3
"10844","2015-01-01 18:00",4,"WN","EWR",1800,-2
"10856","2015-01-01 18:00",4,"UA","EWR",1800,18
"10923","2015-01-01 18:00",4,"WN","LGA",1805,-2
"11091","2015-01-01 18:00",4,"AA","LGA",1815,-12
"11101","2015-01-01 18:00",4,"DL","JFK",1815,25
"11183","2015-01-01 18:00",4,"UA","EWR",1824,10
"11288","2015-01-01 19:00",4,"UA","EWR",1830,49
"11290","2015-01-01 19:00",4,"US","JFK",1830,-1
"11319","2015-01-01 19:00",4,"MQ","LGA",1830,-1
"11322","2015-01-01 19:00",4,"NK","LGA",1830,-11
"11392","2015-01-01 19:00",4,"B6","JFK",1839,42
"11488","2015-01-01 19:00",4,"DL","JFK",1845,-5
"11558","2015-01-01 19:00",4,"B6","EWR",1850,-10
"11849","2015-01-01 19:00",4,"EV","EWR",1910,-3
"11864","2015-01-01 19:00",4,"UA","EWR",1914,102
"11867","2015-01-01 19:00",4,"UA","EWR",1915,0
"12027","2015-01-01 19:00",4,"EV","LGA",1925,4
"12089","2015-01-01 20:00",4,"AA","EWR",1930,-8
"12097","2015-01-01 20:00",4,"B6","JFK",1930,-2
"12287","2015-01-01 20:00",4,"UA","EWR",1945,10
"12294","2015-01-01 20:00",4,"AA","LGA",1945,-12
"12322","2015-01-01 20:00",4,"MQ","JFK",1945,-4
"12378","2015-01-01 20:00",4,"AA","LGA",1950,-6
"12503","2015-01-01 20:00",4,"UA","EWR",2000,-1
"12541","2015-01-01 20:00",4,"B6","JFK",2000,21
"12569","2015-01-01 20:00",4,"UA","EWR",2002,19
"12830","2015-01-01 20:00",4,"EV","EWR",2027,-1
"12871","2015-01-01 21:00",4,"DL","JFK",2030,-2
"12925","2015-01-01 21:00",4,"DL","JFK",2035,-4
"13031","2015-01-01 21:00",4,"EV","EWR",2049,-5
"13041","2015-01-01 21:00",4,"WN","LGA",2050,-6
"13069","2015-01-01 21:00",4,"B6","JFK",2054,-1
"13099","2015-01-01 21:00",4,"B6","JFK",2055,62
"13166","2015-01-01 21:00",4,"B6","EWR",2100,-16
"13250","2015-01-01 21:00",4,"UA","EWR",2110,18
"13310","2015-01-01 21:00",4,"B6","EWR",2115,8
"13340","2015-01-01 21:00",4,"UA","EWR",2120,126
"13391","2015-01-01 22:00",4,"UA","EWR",2130,-6
"13439","2015-01-01 22:00",4,"EV","EWR",2137,20
"13474","2015-01-01 22:00",4,"B6","JFK",2142,30
"13570","2015-01-01 22:00",4,"B6","JFK",2158,8
"13601","2015-01-01 22:00",4,"UA","EWR",2201,0
"13696","2015-01-01 22:00",4,"B6","JFK",2220,21
"13736","2015-01-01 23:00",4,"EV","EWR",2232,-9
"13771","2015-01-01 23:00",4,"B6","JFK",2242,8
"13780","2015-01-01 23:00",4,"B6","JFK",2245,-8
"13871","2015-01-01 23:00",4,"B6","EWR",2325,3
"13945","2015-01-01 00:00",4,"B6","JFK",2359,-8
"14045","2015-01-02 05:00",5,"US","EWR",500,-10
"14060","2015-01-02 05:00",5,"UA","EWR",510,-4
"14291","2015-01-02 06:00",5,"UA","EWR",600,3
"14410","2015-01-02 06:00",5,"B6","JFK",600,-9
"14498","2015-01-02 06:00",5,"EV","EWR",600,-4
"14510","2015-01-02 06:00",5,"EV","EWR",600,-2
"14630","2015-01-02 06:00",5,"UA","EWR",601,8
"14644","2015-01-02 06:00",5,"UA","JFK",605,21
"14726","2015-01-02 06:00",5,"UA","EWR",606,-5
"14744","2015-01-02 06:00",5,"US","EWR",610,-5
"14847","2015-01-02 06:00",5,"WN","LGA",615,-1
"14871","2015-01-02 06:00",5,"DL","LGA",615,-3
"14880","2015-01-02 06:00",5,"EV","LGA",615,-2
"15067","2015-01-02 07:00",5,"US","JFK",630,-4
"15096","2015-01-02 07:00",5,"WN","LGA",630,6
"15110","2015-01-02 07:00",5,"AA","EWR",630,1
"15137","2015-01-02 07:00",5,"EV","EWR",630,-4
"15156","2015-01-02 07:00",5,"MQ","LGA",630,-5
"15181","2015-01-02 07:00",5,"B6","JFK",633,-7
"15294","2015-01-02 07:00",5,"NK","LGA",640,-5
"15355","2015-01-02 07:00",5,"B6","JFK",645,-1
"15458","2015-01-02 07:00",5,"UA","EWR",653,2
"15477","2015-01-02 07:00",5,"WN","LGA",655,2
"15520","2015-01-02 07:00",5,"B6","JFK",659,-8
"15555","2015-01-02 07:00",5,"VX","LGA",700,-8
"15604","2015-01-02 07:00",5,"AA","JFK",700,15
"15626","2015-01-02 07:00",5,"AS","EWR",700,2
"16073","2015-01-02 07:00",5,"UA","EWR",724,2
"16079","2015-01-02 07:00",5,"UA","EWR",725,-7
"16158","2015-01-02 07:00",5,"B6","LGA",729,-8
"16194","2015-01-02 08:00",5,"AA","LGA",730,-9
"16197","2015-01-02 08:00",5,"AA","LGA",730,-9
"16200","2015-01-02 08:00",5,"AA","LGA",730,-5
"16330","2015-01-02 08:00",5,"DL","JFK",737,-6
"16369","2015-01-02 08:00",5,"B6","JFK",740,-5
"16398","2015-01-02 08:00",5,"UA","LGA",745,-5
"16472","2015-01-02 08:00",5,"UA","EWR",750,-3
"16515","2015-01-02 08:00",5,"MQ","LGA",750,39
"16586","2015-01-02 08:00",5,"EV","EWR",757,-5
"16595","2015-01-02 08:00",5,"AA","EWR",759,-1
"16596","2015-01-02 08:00",5,"DL","LGA",759,0
"16607","2015-01-02 08:00",5,"UA","EWR",800,-3
"16610","2015-01-02 08:00",5,"UA","EWR",800,7
"16708","2015-01-02 08:00",5,"B6","JFK",800,-2
"16711","2015-01-02 08:00",5,"B6","JFK",800,-1
"16713","2015-01-02 08:00",5,"DL","LGA",800,0
"16802","2015-01-02 08:00",5,"US","EWR",805,-1
"16915","2015-01-02 08:00",5,"DL","JFK",810,-4
"16975","2015-01-02 08:00",5,"US","JFK",815,3
"16998","2015-01-02 08:00",5,"AA","LGA",815,-7
"17005","2015-01-02 08:00",5,"B6","JFK",815,-4
"17014","2015-01-02 08:00",5,"DL","JFK",815,35
"17102","2015-01-02 08:00",5,"EV","EWR",820,-10
"17170","2015-01-02 08:00",5,"B6","JFK",825,-8
"17179","2015-01-02 08:00",5,"DL","JFK",825,47
"17199","2015-01-02 08:00",5,"DL","LGA",829,-3
"17203","2015-01-02 09:00",5,"UA","JFK",830,10
"17204","2015-01-02 09:00",5,"UA","EWR",830,5
"17248","2015-01-02 09:00",5,"AA","JFK",830,-6
"17257","2015-01-02 09:00",5,"B6","JFK",830,-3
"17277","2015-01-02 09:00",5,"EV","LGA",830,-2
"17362","2015-01-02 09:00",5,"DL","JFK",835,-8
"17382","2015-01-02 09:00",5,"MQ","LGA",835,-11
"17393","2015-01-02 09:00",5,"EV","EWR",836,-3
"17487","2015-01-02 09:00",5,"UA","LGA",845,-6
"17502","2015-01-02 09:00",5,"US","LGA",845,-3
"17542","2015-01-02 09:00",5,"DL","JFK",845,4
"17657","2015-01-02 09:00",5,"EV","EWR",854,56
"17744","2015-01-02 09:00",5,"UA","EWR",900,3
"17780","2015-01-02 09:00",5,"AA","EWR",900,-4
"17799","2015-01-02 09:00",5,"DL","LGA",900,0
"17807","2015-01-02 09:00",5,"B6","EWR",900,12
"17833","2015-01-02 09:00",5,"MQ","JFK",900,0
"17895","2015-01-02 09:00",5,"DL","LGA",905,300
"17968","2015-01-02 09:00",5,"B6","JFK",910,-11
"18007","2015-01-02 09:00",5,"B6","JFK",912,-2
"18016","2015-01-02 09:00",5,"B6","JFK",914,7
"18115","2015-01-02 09:00",5,"B6","JFK",920,-6
"18140","2015-01-02 09:00",5,"UA","EWR",924,4
"18177","2015-01-02 09:00",5,"AA","LGA",925,-2
"18189","2015-01-02 09:00",5,"EV","LGA",925,34
"18253","2015-01-02 10:00",5,"DL","JFK",930,-4
"18261","2015-01-02 10:00",5,"B6","LGA",930,-6
"18263","2015-01-02 10:00",5,"EV","EWR",930,37
"18396","2015-01-02 10:00",5,"WN","LGA",940,0
"18591","2015-01-02 10:00",5,"EV","LGA",950,-9
"18616","2015-01-02 10:00",5,"B6","JFK",952,-7
"18664","2015-01-02 10:00",5,"B6","JFK",955,20
"18667","2015-01-02 10:00",5,"DL","JFK",955,-5
"18738","2015-01-02 10:00",5,"US","LGA",1000,-11
"18760","2015-01-02 10:00",5,"AA","JFK",1000,-3
"18772","2015-01-02 10:00",5,"B6","JFK",1000,0
"18839","2015-01-02 10:00",5,"UA","EWR",1005,28
"18887","2015-01-02 10:00",5,"EV","EWR",1005,-5
"18923","2015-01-02 10:00",5,"UA","EWR",1009,3
"18930","2015-01-02 10:00",5,"UA","LGA",1010,3
"18981","2015-01-02 10:00",5,"DL","LGA",1010,6
"19016","2015-01-02 10:00",5,"EV","EWR",1013,14
"19147","2015-01-02 10:00",5,"US","JFK",1020,-5
"19274","2015-01-02 10:00",5,"EV","EWR",1027,-3
"19280","2015-01-02 10:00",5,"AA","EWR",1029,0
"19295","2015-01-02 11:00",5,"US","EWR",1030,-5
"19330","2015-01-02 11:00",5,"B6","JFK",1030,-4
"19506","2015-01-02 11:00",5,"B6","LGA",1042,16
"19580","2015-01-02 11:00",5,"EV","EWR",1046,16
"19659","2015-01-02 11:00",5,"NK","LGA",1050,28
"19723","2015-01-02 11:00",5,"DL","JFK",1055,-2
"19766","2015-01-02 11:00",5,"EV","EWR",1058,-12
"19768","2015-01-02 11:00",5,"B6","JFK",1059,-6
"19788","2015-01-02 11:00",5,"US","LGA",1100,-5
"19908","2015-01-02 11:00",5,"DL","LGA",1105,-5
"19990","2015-01-02 11:00",5,"MQ","JFK",1110,26
"20060","2015-01-02 11:00",5,"AA","EWR",1115,-5
"20065","2015-01-02 11:00",5,"DL","JFK",1115,-5
"20143","2015-01-02 11:00",5,"B6","JFK",1120,-7
"20293","2015-01-02 12:00",5,"UA","JFK",1130,-5
"20316","2015-01-02 12:00",5,"WN","LGA",1130,0
"20343","2015-01-02 12:00",5,"DL","LGA",1130,55
"20355","2015-01-02 12:00",5,"MQ","LGA",1130,-8
"20375","2015-01-02 12:00",5,"UA","EWR",1132,0
"20518","2015-01-02 12:00",5,"DL","JFK",1140,-1
"20736","2015-01-02 12:00",5,"VX","LGA",1155,-8
"20751","2015-01-02 12:00",5,"WN","LGA",1155,-6
"20827","2015-01-02 12:00",5,"UA","JFK",1200,-5
"20828","2015-01-02 12:00",5,"UA","EWR",1200,3
"20829","2015-01-02 12:00",5,"UA","LGA",1200,2
"20835","2015-01-02 12:00",5,"US","LGA",1200,-7
"20869","2015-01-02 12:00",5,"DL","JFK",1200,-5
"20880","2015-01-02 12:00",5,"DL","LGA",1200,-2
"20888","2015-01-02 12:00",5,"EV","EWR",1200,-4
"20905","2015-01-02 12:00",5,"DL","JFK",1201,-2
"20912","2015-01-02 12:00",5,"EV","EWR",1202,-7
"20939","2015-01-02 12:00",5,"WN","EWR",1205,-1
"20976","2015-01-02 12:00",5,"EV","LGA",1205,-5
"21053","2015-01-02 12:00",5,"B6","EWR",1210,-8
"21243","2015-01-02 12:00",5,"UA","LGA",1225,-4
"21258","2015-01-02 12:00",5,"WN","LGA",1225,-5
"21291","2015-01-02 12:00",5,"MQ","LGA",1225,-12
"21320","2015-01-02 12:00",5,"EV","EWR",1229,48
"21491","2015-01-02 13:00",5,"WN","EWR",1240,2
"21536","2015-01-02 13:00",5,"EV","EWR",1244,13
"21776","2015-01-02 13:00",5,"UA","EWR",1259,9
"21778","2015-01-02 13:00",5,"B6","JFK",1259,-2
"21795","2015-01-02 13:00",5,"US","LGA",1300,-8
"21833","2015-01-02 13:00",5,"AA","EWR",1300,-3
"21902","2015-01-02 13:00",5,"UA","EWR",1305,6
"21938","2015-01-02 13:00",5,"EV","EWR",1305,-7
"21952","2015-01-02 13:00",5,"MQ","JFK",1305,-3
"21996","2015-01-02 13:00",5,"AA","LGA",1310,38
"22000","2015-01-02 13:00",5,"B6","JFK",1310,-7
"22061","2015-01-02 13:00",5,"US","EWR",1315,-5
"22302","2015-01-02 13:00",5,"AA","LGA",1329,-3
"22342","2015-01-02 14:00",5,"B6","JFK",1330,-4
"22343","2015-01-02 14:00",5,"B6","EWR",1330,-7
"22344","2015-01-02 14:00",5,"B6","LGA",1330,1
"22379","2015-01-02 14:00",5,"EV","EWR",1332,0
"22475","2015-01-02 14:00",5,"US","EWR",1340,-3
"22550","2015-01-02 14:00",5,"EV","EWR",1343,6
"22577","2015-01-02 14:00",5,"WN","EWR",1345,-1
"22710","2015-01-02 14:00",5,"EV","LGA",1350,-4
"22773","2015-01-02 14:00",5,"AA","LGA",1355,-3
"22840","2015-01-02 14:00",5,"B6","JFK",1359,-2
"22951","2015-01-02 14:00",5,"UA","JFK",1405,0
"23127","2015-01-02 14:00",5,"B6","LGA",1415,12
"23133","2015-01-02 14:00",5,"DL","LGA",1415,93
"23265","2015-01-02 14:00",5,"AA","LGA",1425,-4
"23311","2015-01-02 14:00",5,"B6","JFK",1429,-5
"23315","2015-01-02 15:00",5,"UA","EWR",1430,-5
"23355","2015-01-02 15:00",5,"DL","LGA",1430,31
"23367","2015-01-02 15:00",5,"EV","LGA",1430,-8
"23414","2015-01-02 15:00",5,"UA","EWR",1435,35
"23529","2015-01-02 15:00",5,"DL","LGA",1440,1
"23530","2015-01-02 15:00",5,"DL","JFK",1440,-1
"23534","2015-01-02 15:00",5,"EV","EWR",1440,1
"23535","2015-01-02 15:00",5,"EV","LGA",1440,-5
"23564","2015-01-02 15:00",5,"EV","EWR",1443,-9
"23599","2015-01-02 15:00",5,"AA","JFK",1445,-5
"23613","2015-01-02 15:00",5,"B6","LGA",1445,-3
"23627","2015-01-02 15:00",5,"EV","EWR",1445,-4
"23830","2015-01-02 15:00",5,"B6","JFK",1459,-2
"23833","2015-01-02 15:00",5,"B6","JFK",1459,-5
"23843","2015-01-02 15:00",5,"US","EWR",1500,-1
"23889","2015-01-02 15:00",5,"DL","LGA",1500,2
"23991","2015-01-02 15:00",5,"EV","LGA",1505,-7
"24011","2015-01-02 15:00",5,"EV","EWR",1506,1
"24014","2015-01-02 15:00",5,"UA","EWR",1507,7
"24020","2015-01-02 15:00",5,"UA","EWR",1509,23
"24026","2015-01-02 15:00",5,"UA","EWR",1510,1
"24064","2015-01-02 15:00",5,"MQ","JFK",1510,-1
"24103","2015-01-02 15:00",5,"UA","JFK",1515,5
"24104","2015-01-02 15:00",5,"UA","EWR",1515,15
"24176","2015-01-02 15:00",5,"UA","EWR",1519,61
"24209","2015-01-02 15:00",5,"B6","EWR",1520,-1
"24222","2015-01-02 15:00",5,"EV","LGA",1520,-8
"24326","2015-01-02 15:00",5,"UA","EWR",1529,17
"24328","2015-01-02 15:00",5,"B6","JFK",1529,48
"24332","2015-01-02 15:00",5,"EV","EWR",1529,2
"24380","2015-01-02 16:00",5,"DL","EWR",1530,21
"24385","2015-01-02 16:00",5,"DL","JFK",1530,-1
"24390","2015-01-02 16:00",5,"EV","LGA",1530,-8
"24400","2015-01-02 16:00",5,"MQ","JFK",1530,-6
"24402","2015-01-02 16:00",5,"NK","LGA",1530,0
"24604","2015-01-02 16:00",5,"AA","JFK",1545,-4
"24669","2015-01-02 16:00",5,"US","LGA",1550,-2
"24703","2015-01-02 16:00",5,"DL","JFK",1550,4
"24737","2015-01-02 16:00",5,"UA","EWR",1555,-1
"24834","2015-01-02 16:00",5,"UA","LGA",1600,-2
"24870","2015-01-02 16:00",5,"AA","LGA",1600,0
"24955","2015-01-02 16:00",5,"AA","JFK",1605,-5
"25004","2015-01-02 16:00",5,"UA","EWR",1610,16
"25073","2015-01-02 16:00",5,"EV","EWR",1613,3
"25114","2015-01-02 16:00",5,"DL","JFK",1615,-2
"25116","2015-01-02 16:00",5,"DL","LGA",1615,9
"25159","2015-01-02 16:00",5,"DL","JFK",1618,0
"25328","2015-01-02 16:00",5,"B6","EWR",1629,83
"25334","2015-01-02 17:00",5,"UA","EWR",1630,12
